support,itemsets
0.015493186242699545,"frozenset({'Bridgestone e6 Straight Distance NFL Tennesse', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.017602206359506815,"frozenset({""Nike Men's CJ Elite 2 TD Football Cleat"", 'Bridgestone e6 Straight Distance NFL Tennesse'})"
0.01727774172615185,"frozenset({""Nike Men's Dri-FIT Victory Golf Polo"", 'Bridgestone e6 Straight Distance NFL Tennesse'})"
0.013384166125892277,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", 'Bridgestone e6 Straight Distance NFL Tennesse'})"
0.016385463984425697,"frozenset({'Bridgestone e6 Straight Distance NFL Tennesse', ""O'Brien Men's Neoprene Life Vest""})"
0.015330953926022064,"frozenset({'Pelican Sunstream 100 Kayak', 'Bridgestone e6 Straight Distance NFL Tennesse'})"
0.01743997404282933,"frozenset({'Bridgestone e6 Straight Distance NFL Tennesse', 'Perfect Fitness Perfect Rip Deck'})"
0.01281635301752109,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Bridgestone e6 Straight Distance NFL Tennesse'})"
0.015979883192731994,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Clicgear 8.0 Shoe Brush'})"
0.018007787151200518,"frozenset({'Field & Stream Sportsman 16 Gun Fire Safe', 'Clicgear 8.0 Shoe Brush'})"
0.01946787800129786,"frozenset({""Nike Men's CJ Elite 2 TD Football Cleat"", 'Clicgear 8.0 Shoe Brush'})"
0.01890006489292667,"frozenset({""Nike Men's Dri-FIT Victory Golf Polo"", 'Clicgear 8.0 Shoe Brush'})"
0.015979883192731994,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", 'Clicgear 8.0 Shoe Brush'})"
0.01752109020116807,"frozenset({""O'Brien Men's Neoprene Life Vest"", 'Clicgear 8.0 Shoe Brush'})"
0.016466580142764437,"frozenset({'Pelican Sunstream 100 Kayak', 'Clicgear 8.0 Shoe Brush'})"
0.0195489941596366,"frozenset({'Perfect Fitness Perfect Rip Deck', 'Clicgear 8.0 Shoe Brush'})"
0.013221933809214796,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Clicgear 8.0 Shoe Brush'})"
0.01589876703439325,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Clicgear Rovic Cooler Bag'})"
0.018251135626216743,"frozenset({'Clicgear Rovic Cooler Bag', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.019386761842959118,"frozenset({""Nike Men's CJ Elite 2 TD Football Cleat"", 'Clicgear Rovic Cooler Bag'})"
0.018170019467878003,"frozenset({""Nike Men's Dri-FIT Victory Golf Polo"", 'Clicgear Rovic Cooler Bag'})"
0.01573653471771577,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", 'Clicgear Rovic Cooler Bag'})"
0.018332251784555484,"frozenset({""O'Brien Men's Neoprene Life Vest"", 'Clicgear Rovic Cooler Bag'})"
0.016872160934458143,"frozenset({'Pelican Sunstream 100 Kayak', 'Clicgear Rovic Cooler Bag'})"
0.0195489941596366,"frozenset({'Perfect Fitness Perfect Rip Deck', 'Clicgear Rovic Cooler Bag'})"
0.013708630759247243,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Clicgear Rovic Cooler Bag'})"
0.01743997404282933,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Columbia Men's PFG Anchor Tough T-Shirt""})"
0.018413367942894224,"frozenset({""Columbia Men's PFG Anchor Tough T-Shirt"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.020522388059701493,"frozenset({""Nike Men's CJ Elite 2 TD Football Cleat"", ""Columbia Men's PFG Anchor Tough T-Shirt""})"
0.020441271901362752,"frozenset({""Nike Men's Dri-FIT Victory Golf Polo"", ""Columbia Men's PFG Anchor Tough T-Shirt""})"
0.01654769630110318,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", ""Columbia Men's PFG Anchor Tough T-Shirt""})"
0.02036015574302401,"frozenset({""Columbia Men's PFG Anchor Tough T-Shirt"", ""O'Brien Men's Neoprene Life Vest""})"
0.017926670992861778,"frozenset({'Pelican Sunstream 100 Kayak', ""Columbia Men's PFG Anchor Tough T-Shirt""})"
0.021333549643088902,"frozenset({""Columbia Men's PFG Anchor Tough T-Shirt"", 'Perfect Fitness Perfect Rip Deck'})"
0.013870863075924724,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""Columbia Men's PFG Anchor Tough T-Shirt""})"
0.016628812459441922,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'ENO Atlas Hammock Straps'})"
0.46950032446463336,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.016791044776119403,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Glove It Imperial Golf Towel'})"
0.01743997404282933,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Glove It Urban Brick Golf Towel'})"
0.016791044776119403,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Glove It Women's Imperial Golf Glove""})"
0.01573653471771577,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Glove It Women's Mod Oval 3-Zip Carry All Gol""})"
0.015574302401038288,"frozenset({""Glove It Women's Mod Oval Golf Glove"", ""Diamondback Women's Serene Classic Comfort Bi""})"
0.014519792342634653,"frozenset({""Hirzl Men's Hybrid Golf Glove"", ""Diamondback Women's Serene Classic Comfort Bi""})"
0.01752109020116807,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Hirzl Women's Hybrid Golf Glove""})"
0.016223231667748216,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Hirzl Women's Soffft Flex Golf Glove""})"
0.01711550940947437,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""LIJA Women's Eyelet Sleeveless Golf Polo""})"
0.017602206359506815,"frozenset({'Nike Dri-FIT Crew Sock 6 Pack', ""Diamondback Women's Serene Classic Comfort Bi""})"
0.5188189487345879,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's CJ Elite 2 TD Football Cleat""})"
0.018575600259571706,"frozenset({""Nike Men's Comfort 2 Slide"", ""Diamondback Women's Serene Classic Comfort Bi""})"
0.015493186242699545,"frozenset({""Nike Men's Deutschland Weltmeister Winners Bl"", ""Diamondback Women's Serene Classic Comfort Bi""})"
0.504380272550292,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's Dri-FIT Victory Golf Polo""})"
0.39901038286826734,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's Free 5.0+ Running Shoe""})"
0.016060999351070734,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Women's Legend V-Neck T-Shirt""})"
0.01963011031797534,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Women's Tempo Shorts""})"
0.4879948085658663,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""O'Brien Men's Neoprene Life Vest""})"
0.4462199870214147,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Pelican Sunstream 100 Kayak'})"
0.5344743672939649,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Perfect Fitness Perfect Rip Deck'})"
0.016223231667748216,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""TYR Boys' Team Digi Jammer""})"
0.016142115509409475,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Team Golf New England Patriots Putter Grip'})"
0.016385463984425697,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Team Golf Pittsburgh Steelers Putter Grip'})"
0.015979883192731994,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Team Golf San Francisco Giants Putter Grip'})"
0.01752109020116807,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Team Golf St. Louis Cardinals Putter Grip'})"
0.015979883192731994,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Team Golf Tennessee Volunteers Putter Grip'})"
0.01589876703439325,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Team Golf Texas Longhorns Putter Grip'})"
0.016385463984425697,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Titleist Pro V1 High Numbers Personalized Gol'})"
0.01589876703439325,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Titleist Pro V1x Golf Balls'})"
0.015249837767683322,"frozenset({'Titleist Pro V1x High Numbers Golf Balls', ""Diamondback Women's Serene Classic Comfort Bi""})"
0.016628812459441922,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Titleist Pro V1x High Numbers Personalized Go'})"
0.01711550940947437,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Top Flite Women's 2014 XL Hybrid""})"
0.36834847501622325,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""Diamondback Women's Serene Classic Comfort Bi""})"
0.01589876703439325,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Under Armour Hustle Storm Medium Duffle Bag'})"
0.013789746917585983,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Under Armour Kids' Mercenary Slide""})"
0.01589876703439325,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Under Armour Men's Compression EV SL Slide""})"
0.015979883192731994,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Under Armour Men's Tech II T-Shirt""})"
0.015168721609344581,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Under Armour Women's Ignite PIP VI Slide""})"
0.017764438676184297,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Under Armour Women's Ignite Slide""})"
0.015655418559377028,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Under Armour Women's Micro G Skulpt Running S""})"
0.01427644386761843,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""adidas Kids' F5 Messi FG Soccer Cleat""})"
0.015979883192731994,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""adidas Men's F10 Messi TRX FG Soccer Cleat""})"
0.01711550940947437,"frozenset({""adidas Men's Germany Black Crest Away Tee"", ""Diamondback Women's Serene Classic Comfort Bi""})"
0.01743997404282933,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'adidas Youth Germany Black/Red Away Match Soc'})"
0.019305645684620378,"frozenset({'ENO Atlas Hammock Straps', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.022874756651524983,"frozenset({""Nike Men's CJ Elite 2 TD Football Cleat"", 'ENO Atlas Hammock Straps'})"
0.021658014276443868,"frozenset({""Nike Men's Dri-FIT Victory Golf Polo"", 'ENO Atlas Hammock Straps'})"
0.016628812459441922,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", 'ENO Atlas Hammock Straps'})"
0.021333549643088902,"frozenset({'ENO Atlas Hammock Straps', ""O'Brien Men's Neoprene Life Vest""})"
0.0195489941596366,"frozenset({'Pelican Sunstream 100 Kayak', 'ENO Atlas Hammock Straps'})"
0.02246917585983128,"frozenset({'ENO Atlas Hammock Straps', 'Perfect Fitness Perfect Rip Deck'})"
0.01589876703439325,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'ENO Atlas Hammock Straps'})"
0.01873783257624919,"frozenset({'Glove It Imperial Golf Towel', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.01881894873458793,"frozenset({'Glove It Urban Brick Golf Towel', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.019305645684620378,"frozenset({""Glove It Women's Imperial Golf Glove"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.01743997404282933,"frozenset({""Glove It Women's Mod Oval 3-Zip Carry All Gol"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.016953277092796884,"frozenset({""Glove It Women's Mod Oval Golf Glove"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.018413367942894224,"frozenset({""Hirzl Men's Hybrid Golf Glove"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.018656716417910446,"frozenset({""Hirzl Women's Hybrid Golf Glove"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.018656716417910446,"frozenset({""Hirzl Women's Soffft Flex Golf Glove"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.019792342634652824,"frozenset({""LIJA Women's Eyelet Sleeveless Golf Polo"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.019386761842959118,"frozenset({'Nike Dri-FIT Crew Sock 6 Pack', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.5837118754055808,"frozenset({""Nike Men's CJ Elite 2 TD Football Cleat"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.019792342634652824,"frozenset({""Nike Men's Comfort 2 Slide"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.017764438676184297,"frozenset({""Nike Men's Deutschland Weltmeister Winners Bl"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.5673264114211551,"frozenset({""Nike Men's Dri-FIT Victory Golf Polo"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.4507624918883842,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.01654769630110318,"frozenset({""Nike Women's Legend V-Neck T-Shirt"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.020035691109669046,"frozenset({""Nike Women's Tempo Shorts"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.5507787151200519,"frozenset({""O'Brien Men's Neoprene Life Vest"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.5011356262167423,"frozenset({'Pelican Sunstream 100 Kayak', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.5979072031148605,"frozenset({'Perfect Fitness Perfect Rip Deck', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.018575600259571706,"frozenset({""TYR Boys' Team Digi Jammer"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.016385463984425697,"frozenset({'Team Golf New England Patriots Putter Grip', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.018007787151200518,"frozenset({'Team Golf Pittsburgh Steelers Putter Grip', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.018575600259571706,"frozenset({'Team Golf San Francisco Giants Putter Grip', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.018656716417910446,"frozenset({'Team Golf St. Louis Cardinals Putter Grip', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.018332251784555484,"frozenset({'Team Golf Tennessee Volunteers Putter Grip', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.01890006489292667,"frozenset({'Team Golf Texas Longhorns Putter Grip', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.018413367942894224,"frozenset({'Titleist Pro V1 High Numbers Personalized Gol', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.019062297209604152,"frozenset({'Titleist Pro V1x Golf Balls', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.016791044776119403,"frozenset({'Titleist Pro V1x High Numbers Golf Balls', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.018656716417910446,"frozenset({'Titleist Pro V1x High Numbers Personalized Go', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.0195489941596366,"frozenset({""Top Flite Women's 2014 XL Hybrid"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.41223231667748217,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.017845554834523037,"frozenset({'Under Armour Hustle Storm Medium Duffle Bag', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.01589876703439325,"frozenset({""Under Armour Kids' Mercenary Slide"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.01654769630110318,"frozenset({""Under Armour Men's Compression EV SL Slide"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.017034393251135625,"frozenset({""Under Armour Men's Tech II T-Shirt"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.016791044776119403,"frozenset({""Under Armour Women's Ignite PIP VI Slide"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.019224529526281637,"frozenset({""Under Armour Women's Ignite Slide"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.01727774172615185,"frozenset({""Under Armour Women's Micro G Skulpt Running S"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.015655418559377028,"frozenset({""adidas Kids' F5 Messi FG Soccer Cleat"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.019143413367942893,"frozenset({""adidas Men's F10 Messi TRX FG Soccer Cleat"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.01881894873458793,"frozenset({""adidas Men's Germany Black Crest Away Tee"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.0195489941596366,"frozenset({'adidas Youth Germany Black/Red Away Match Soc', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.02109020116807268,"frozenset({'Glove It Imperial Golf Towel', ""Nike Men's CJ Elite 2 TD Football Cleat""})"
0.02125243348475016,"frozenset({'Glove It Imperial Golf Towel', ""Nike Men's Dri-FIT Victory Golf Polo""})"
0.016385463984425697,"frozenset({'Glove It Imperial Golf Towel', ""Nike Men's Free 5.0+ Running Shoe""})"
0.020035691109669046,"frozenset({'Glove It Imperial Golf Towel', ""O'Brien Men's Neoprene Life Vest""})"
0.018575600259571706,"frozenset({'Glove It Imperial Golf Towel', 'Pelican Sunstream 100 Kayak'})"
0.02117131732641142,"frozenset({'Glove It Imperial Golf Towel', 'Perfect Fitness Perfect Rip Deck'})"
0.015168721609344581,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Glove It Imperial Golf Towel'})"
0.020441271901362752,"frozenset({""Nike Men's CJ Elite 2 TD Football Cleat"", 'Glove It Urban Brick Golf Towel'})"
0.019873458792991565,"frozenset({""Nike Men's Dri-FIT Victory Golf Polo"", 'Glove It Urban Brick Golf Towel'})"
0.015979883192731994,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", 'Glove It Urban Brick Golf Towel'})"
0.019305645684620378,"frozenset({'Glove It Urban Brick Golf Towel', ""O'Brien Men's Neoprene Life Vest""})"
0.01808890330953926,"frozenset({'Pelican Sunstream 100 Kayak', 'Glove It Urban Brick Golf Towel'})"
0.020684620376378974,"frozenset({'Glove It Urban Brick Golf Towel', 'Perfect Fitness Perfect Rip Deck'})"
0.015574302401038288,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Glove It Urban Brick Golf Towel'})"
0.01971122647631408,"frozenset({""Nike Men's CJ Elite 2 TD Football Cleat"", ""Glove It Women's Imperial Golf Glove""})"
0.01971122647631408,"frozenset({""Glove It Women's Imperial Golf Glove"", ""Nike Men's Dri-FIT Victory Golf Polo""})"
0.016709928617780662,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", ""Glove It Women's Imperial Golf Glove""})"
0.020116807268007787,"frozenset({""Glove It Women's Imperial Golf Glove"", ""O'Brien Men's Neoprene Life Vest""})"
0.018575600259571706,"frozenset({'Pelican Sunstream 100 Kayak', ""Glove It Women's Imperial Golf Glove""})"
0.020765736534717714,"frozenset({""Glove It Women's Imperial Golf Glove"", 'Perfect Fitness Perfect Rip Deck'})"
0.014763140817650877,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""Glove It Women's Imperial Golf Glove""})"
0.019792342634652824,"frozenset({""Nike Men's CJ Elite 2 TD Football Cleat"", ""Glove It Women's Mod Oval 3-Zip Carry All Gol""})"
0.019062297209604152,"frozenset({""Nike Men's Dri-FIT Victory Golf Polo"", ""Glove It Women's Mod Oval 3-Zip Carry All Gol""})"
0.016628812459441922,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", ""Glove It Women's Mod Oval 3-Zip Carry All Gol""})"
0.018494484101232965,"frozenset({""O'Brien Men's Neoprene Life Vest"", ""Glove It Women's Mod Oval 3-Zip Carry All Gol""})"
